AREA_TITLE,OCC_TITLE,O_GROUP,A_MEDIAN,A_PCT10,A_PCT25,A_PCT75,A_PCT90,A_MEAN
New Mexico,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,94660,58990,76400,113610,136970,96610
New Mexico,Clinical Laboratory Technologists and Technicians,detailed,47360,36770,39110,63060,80990,55380
New Mexico,Cardiovascular Technologists and Technicians,detailed,47340,36720,39970,74160,98760,57110
New Mexico,Diagnostic Medical Sonographers,detailed,87210,65250,78120,104030,108030,89390
New Mexico,Nuclear Medicine Technologists,detailed,98400,74820,78270,108700,125230,97960
New Mexico,Radiologic Technologists and Technicians,detailed,79940,59560,65660,93250,104120,79810
New Mexico,Magnetic Resonance Imaging Technologists,detailed,87850,75030,78900,95480,99550,88220
New Mexico,Emergency Medical Technicians,detailed,37550,32370,35880,47600,55500,42160
New Mexico,Paramedics,detailed,55530,39830,48010,64480,78010,63150
New Mexico,Dietetic Technicians,detailed,37580,35820,35820,40530,43030,38870
New Mexico,Pharmacy Technicians,detailed,46630,37470,40560,50250,58780,47810
New Mexico,Psychiatric Technicians,detailed,39020,31390,36870,47990,49760,41720
New Mexico,Surgical Technologists,detailed,51780,42430,47500,64800,78650,58580
New Mexico,Veterinary Technologists and Technicians,detailed,44790,31350,37370,47360,56870,43190
New Mexico,Ophthalmic Medical Technicians,detailed,38610,35250,36890,47350,58630,42920
New Mexico,Licensed Practical and Licensed Vocational Nurses,detailed,59330,38090,39370,73090,78110,58630
New Mexico,Medical Records Specialists,detailed,57470,36600,43470,66240,76460,56380
New Mexico,"Opticians, Dispensing",detailed,39090,31010,36050,47400,72920,43750
New Mexico,Orthotists and Prosthetists,detailed,62970,31710,49620,81790,107910,67230
New Mexico,Hearing Aid Specialists,detailed,74510,36740,52000,79960,81920,66390
New Mexico,"Health Technologists and Technicians, All Other",detailed,44260,34520,37320,54410,70590,48840
New Mexico,Health Information Technologists and Medical Registrars,detailed,42000,37400,39500,46300,50520,44140
New Mexico,Athletic Trainers,detailed,72440,47030,57960,77490,84130,70060
New Mexico,Surgical Assistants,detailed,62010,45380,46870,69040,82730,62530
New Mexico,"Healthcare Practitioners and Technical Workers, All Other",detailed,35270,32260,34510,63150,77540,49760
New Mexico,Healthcare Support Occupations,major,30270,26480,27520,37700,45990,34150
New Mexico,Home Health and Personal Care Aides,detailed,28520,26400,26970,30730,36440,30120
New Mexico,Nursing Assistants,detailed,39390,34110,37310,45410,48340,41400
New Mexico,Orderlies,detailed,37650,35020,37010,37650,45920,38890
New Mexico,Occupational Therapy Assistants,detailed,77020,36820,58870,82160,94000,71550
New Mexico,Occupational Therapy Aides,detailed,43170,37480,41600,75560,85040,55260
New Mexico,Physical Therapist Assistants,detailed,62280,30470,47550,78200,85040,62000
New Mexico,Physical Therapist Aides,detailed,31990,29090,29790,38800,47860,37450
New Mexico,Massage Therapists,detailed,37840,29430,36440,49050,91730,50130
New Mexico,Dental Assistants,detailed,44400,37060,38300,47160,55950,45130
New Mexico,Medical Assistants,detailed,39230,34600,37240,45970,47850,41490
New Mexico,Medical Equipment Preparers,detailed,36720,31040,34740,46770,56530,40970
New Mexico,Medical Transcriptionists,detailed,37480,30730,33570,44300,55950,41140
New Mexico,Pharmacy Aides,detailed,36390,28620,29760,50430,55540,39430
New Mexico,Veterinary Assistants and Laboratory Animal Caretakers,detailed,37500,29870,35430,39620,48310,37990
New Mexico,Phlebotomists,detailed,42910,32400,37420,45660,48350,42140
New Mexico,"Healthcare Support Workers, All Other",detailed,52170,37240,44350,57550,65640,51520
New Mexico,Protective Service Occupations,major,49980,31780,38200,69900,91570,56780
New Mexico,First-Line Supervisors of Correctional Officers,detailed,63380,56510,57620,76820,87610,68970
New Mexico,First-Line Supervisors of Police and Detectives,detailed,92200,59990,79970,108010,130510,94900
New Mexico,First-Line Supervisors of Firefighting and Prevention Workers,detailed,58430,46600,51290,75980,98300,67920
New Mexico,First-Line Supervisors of Security Workers,detailed,62330,40780,49080,81500,94770,65850
New Mexico,"First-Line Supervisors of Protective Service Workers, All Other",detailed,57970,34530,40130,79710,84700,60010
New Mexico,Firefighters,detailed,41590,31200,36520,48290,57780,43180
New Mexico,Fire Inspectors and Investigators,detailed,64680,54870,60760,71860,78530,66440
New Mexico,Correctional Officers and Jailers,detailed,47940,37900,42830,52370,59330,48570
New Mexico,Detectives and Criminal Investigators,detailed,86840,47480,59160,109300,111970,84880
New Mexico,Police and Sheriff's Patrol Officers,detailed,69180,48400,58870,73430,85740,66700
New Mexico,Animal Control Workers,detailed,37800,31250,33960,44850,46380,39330
New Mexico,Private Detectives and Investigators,detailed,41600,35660,36900,64280,66350,49550
New Mexico,Gambling Surveillance Officers and Gambling Investigators,detailed,36930,28430,31200,47100,64540,41240
New Mexico,Security Guards,detailed,43320,30220,35570,53530,64840,46300
New Mexico,Crossing Guards and Flaggers,detailed,31460,31450,31460,31510,42650,34440
New Mexico,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,28590,27260,28240,32360,37960,31510
New Mexico,Transportation Security Screeners,detailed,63810,42560,50480,65870,67930,59530
New Mexico,School Bus Monitors,detailed,36250,30230,31740,42330,64750,39350
New Mexico,"Protective Service Workers, All Other",detailed,64940,34480,41820,101480,126050,74380
New Mexico,Food Preparation and Serving Related Occupations,major,30630,26950,28440,37250,48480,35390
New Mexico,Chefs and Head Cooks,detailed,62250,43370,48540,83260,100010,67080
New Mexico,First-Line Supervisors of Food Preparation and Serving Workers,detailed,39310,30740,34890,49480,60630,43660
New Mexico,"Cooks, Fast Food",detailed,30190,27860,28740,35370,37550,32010
New Mexico,"Cooks, Institution and Cafeteria",detailed,36470,28920,32330,39700,45330,37130
New Mexico,"Cooks, Restaurant",detailed,35020,28100,30220,37320,43400,35070
New Mexico,"Cooks, Short Order",detailed,37150,29240,33130,39290,45010,36560
New Mexico,Food Preparation Workers,detailed,33370,27290,28590,35840,38200,32880
New Mexico,Bartenders,detailed,36980,25720,27050,50630,63570,41500
New Mexico,Fast Food and Counter Workers,detailed,28700,26670,28070,30140,36360,30260
New Mexico,Waiters and Waitresses,detailed,36920,26670,28570,56940,69410,43210
New Mexico,"Food Servers, Nonrestaurant",detailed,35740,29750,32840,37500,45190,36310
New Mexico,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,29360,25750,27390,34550,38280,31230
New Mexico,Dishwashers,detailed,30520,27180,28660,35480,37300,31860
New Mexico,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,28480,26830,27740,29850,35180,30220
New Mexico,"Food Preparation and Serving Related Workers, All Other",detailed,36250,31610,34100,38080,38090,35680
New Mexico,Building and Grounds Cleaning and Maintenance Occupations,major,35720,28410,30450,39210,46680,37160
New Mexico,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,44840,32200,34940,56430,77680,48700
New Mexico,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,59120,43710,46600,77450,89600,62420
New Mexico,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,36020,29070,30970,38480,45030,36450
New Mexico,Maids and Housekeeping Cleaners,detailed,30480,26950,28670,34020,37730,32150
New Mexico,"Building Cleaning Workers, All Other",detailed,39780,28350,35880,62510,64990,43630
New Mexico,Pest Control Workers,detailed,37070,28600,34540,41850,70410,41010
New Mexico,Landscaping and Groundskeeping Workers,detailed,37560,29860,34780,44770,48860,39660
New Mexico,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,38740,29880,32660,46940,49290,40210
New Mexico,Tree Trimmers and Pruners,detailed,47330,45070,45530,59160,62740,52530
New Mexico,Personal Care and Service Occupations,major,35340,27120,29480,40330,51410,37630
New Mexico,First-Line Supervisors of Gambling Services Workers,detailed,60140,43790,49060,75350,75830,61020
New Mexico,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,37220,34830,35680,42540,54740,40640
New Mexico,First-Line Supervisors of Personal Service Workers,detailed,49100,33800,37210,58620,75450,50550
New Mexico,Animal Trainers,detailed,34760,29710,31880,36650,41350,34930
New Mexico,Animal Caretakers,detailed,33570,27980,29070,37300,44020,35050
New Mexico,Gambling Dealers,detailed,36990,24960,24960,55700,56250,40600
New Mexico,"Gambling Service Workers, All Other",detailed,39830,30800,34260,47990,50300,42040
New Mexico,"Ushers, Lobby Attendants, and Ticket Takers",detailed,28230,26900,27860,28500,29510,28450
New Mexico,Amusement and Recreation Attendants,detailed,29160,26450,27190,32150,38670,30990
New Mexico,Embalmers,detailed,45340,38080,39520,46080,47030,43280
New Mexico,Funeral Attendants,detailed,34890,31490,32280,39260,46770,37420
New Mexico,"Morticians, Undertakers, and Funeral Arrangers",detailed,50380,37440,43350,60310,69470,52280
New Mexico,Barbers,detailed,39100,36440,36440,39320,41180,38760
New Mexico,"Hairdressers, Hairstylists, and Cosmetologists",detailed,37750,27190,28810,46240,52560,39550
New Mexico,Manicurists and Pedicurists,detailed,25720,25720,25720,32980,52950,32510
New Mexico,Skincare Specialists,detailed,47230,30010,35090,66960,90770,53170
New Mexico,Baggage Porters and Bellhops,detailed,29890,26170,26740,35740,41250,31920
New Mexico,Concierges,detailed,35740,33370,33750,44590,46970,38210
New Mexico,Tour and Travel Guides,detailed,37080,26030,30380,46690,62770,40370
New Mexico,Childcare Workers,detailed,35840,29880,31240,36940,42190,35510
New Mexico,Exercise Trainers and Group Fitness Instructors,detailed,44680,26620,30210,50960,58490,43080
New Mexico,Recreation Workers,detailed,31900,26510,26510,40680,52960,36620
New Mexico,Residential Advisors,detailed,37540,31220,35360,44640,53030,40500
New Mexico,"Personal Care and Service Workers, All Other",detailed,39440,26080,35680,43520,62130,40400
New Mexico,Sales and Related Occupations,major,35270,28080,29780,47150,74290,44720
New Mexico,First-Line Supervisors of Retail Sales Workers,detailed,46550,34490,37770,60250,72510,51030
New Mexico,First-Line Supervisors of Non-Retail Sales Workers,detailed,75540,49390,60050,100110,137060,86290
New Mexico,Cashiers,detailed,30120,27460,28610,34670,38050,32170
New Mexico,Gambling Change Persons and Booth Cashiers,detailed,30800,26530,27680,35540,47930,36710
New Mexico,Counter and Rental Clerks,detailed,35580,27940,29430,42970,57030,40280
New Mexico,Parts Salespersons,detailed,36890,28290,30320,46830,60420,40890
New Mexico,Retail Salespersons,detailed,33300,27870,29320,36680,45370,35500
New Mexico,Advertising Sales Agents,detailed,45620,28920,34990,71230,93560,54290
New Mexico,Insurance Sales Agents,detailed,45180,29290,36500,71000,99340,59040
New Mexico,"Securities, Commodities, and Financial Services Sales Agents",detailed,60850,48920,50680,93800,145280,87070
New Mexico,Travel Agents,detailed,44700,26290,30640,46500,48630,41330
New Mexico,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,61880,34290,43040,82420,117730,69770
New Mexico,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,87310,48840,63650,147490,204540,108780
New Mexico,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,61320,37010,45450,82860,115060,70330
New Mexico,Demonstrators and Product Promoters,detailed,29110,28030,28030,37500,44580,33490
New Mexico,Real Estate Brokers,detailed,80340,61360,63670,139700,154620,96320
New Mexico,Real Estate Sales Agents,detailed,76170,38340,56880,111390,151560,85520
New Mexico,Sales Engineers,detailed,119420,88070,94990,154700,165990,125470
New Mexico,"Sales and Related Workers, All Other",detailed,35610,27930,29350,55210,60530,39830
New Mexico,Office and Administrative Support Occupations,major,44620,30860,36610,54990,67280,47230
New Mexico,First-Line Supervisors of Office and Administrative Support Workers,detailed,62640,40540,49950,77960,92410,65850
New Mexico,"Switchboard Operators, Including Answering Service",detailed,37710,31270,34650,44320,50590,39790
New Mexico,Bill and Account Collectors,detailed,46560,31970,41020,54840,61100,47010
New Mexico,Billing and Posting Clerks,detailed,46120,35190,39090,51930,59200,46690
New Mexico,"Bookkeeping, Accounting, and Auditing Clerks",detailed,48080,35660,40170,58280,70890,50410
New Mexico,Gambling Cage Workers,detailed,31520,25550,27540,36320,48010,34010
New Mexico,Payroll and Timekeeping Clerks,detailed,53230,37230,43920,63010,69990,53380
New Mexico,Procurement Clerks,detailed,51080,38210,44870,60700,71480,52770
New Mexico,Tellers,detailed,37680,30970,35410,45260,47450,39390
New Mexico,"Court, Municipal, and License Clerks",detailed,46960,38230,42330,50500,57970,47720
New Mexico,Customer Service Representatives,detailed,39030,31060,35890,47070,56480,42600
New Mexico,"Eligibility Interviewers, Government Programs",detailed,53000,40410,45880,63270,70840,54640
New Mexico,File Clerks,detailed,37700,25700,36120,45450,52130,39820
New Mexico,"Hotel, Motel, and Resort Desk Clerks",detailed,29300,27450,28250,33370,35110,30960
New Mexico,"Library Assistants, Clerical",detailed,35250,30690,33070,37910,41600,35760
New Mexico,Loan Interviewers and Clerks,detailed,46100,34950,37110,59760,71980,48390
New Mexico,New Accounts Clerks,detailed,51380,35080,37330,54980,57920,47990
New Mexico,Order Clerks,detailed,41020,38470,38470,52920,58180,45920
New Mexico,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,49650,38100,43000,52980,59650,48790
New Mexico,Receptionists and Information Clerks,detailed,35140,26970,29910,38240,44210,35150
New Mexico,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,47850,32110,40550,78540,80300,54290
New Mexico,"Information and Record Clerks, All Other",detailed,51630,33860,42120,60590,79030,54040
New Mexico,Cargo and Freight Agents,detailed,48910,38190,44570,63010,81180,54980
New Mexico,Couriers and Messengers,detailed,38570,28310,31560,39930,43240,37120
New Mexico,Public Safety Telecommunicators,detailed,49060,38240,39970,57810,62000,49590
New Mexico,"Dispatchers, Except Police, Fire, and Ambulance",detailed,43960,31740,37440,53550,70720,47930
New Mexico,"Meter Readers, Utilities",detailed,48530,39490,41490,59590,64920,51790
New Mexico,Postal Service Clerks,detailed,59970,42600,54330,69850,75030,59580
New Mexico,Postal Service Mail Carriers,detailed,59880,42390,50290,79580,81040,62250
New Mexico,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,58470,42600,50460,75030,75280,59420
New Mexico,"Production, Planning, and Expediting Clerks",detailed,49640,36850,41910,66330,97350,58430
New Mexico,"Shipping, Receiving, and Inventory Clerks",detailed,38860,31400,35250,47280,59300,42540
New Mexico,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,53960,32130,39250,58240,58240,49270
New Mexico,Executive Secretaries and Executive Administrative Assistants,detailed,73890,52000,64870,82840,92710,74010
New Mexico,Legal Secretaries and Administrative Assistants,detailed,57800,41060,48210,65760,71800,57370
New Mexico,Medical Secretaries and Administrative Assistants,detailed,44230,36210,38570,49150,57790,44940
New Mexico,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,46450,33870,38200,55720,61820,47380
New Mexico,Data Entry Keyers,detailed,49810,35990,41510,53370,53410,47740
New Mexico,Word Processors and Typists,detailed,46400,37140,41660,49920,52420,45720
New Mexico,Insurance Claims and Policy Processing Clerks,detailed,41700,36440,37540,49220,59150,45740
New Mexico,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,40080,33340,34640,44530,48370,40720
New Mexico,"Office Clerks, General",detailed,37130,27750,31820,43920,52000,38790
New Mexico,"Office Machine Operators, Except Computer",detailed,35140,29120,30220,45020,67730,40430
New Mexico,"Office and Administrative Support Workers, All Other",detailed,56930,42120,49980,65400,78230,60010
New Mexico,"Farming, Fishing, and Forestry Occupations",major,34020,24960,26840,43610,52450,36490
New Mexico,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,50160,40680,45700,64960,76940,56320
New Mexico,Agricultural Inspectors,detailed,52450,36820,45830,59180,66870,53930
New Mexico,"Graders and Sorters, Agricultural Products",detailed,30480,27320,27320,31880,35700,30710
New Mexico,Agricultural Equipment Operators,detailed,35580,27730,35580,37730,46000,36450
New Mexico,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,31150,24960,26200,35460,45530,32830
New Mexico,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,36400,24960,25360,47370,49990,37520
New Mexico,Forest and Conservation Workers,detailed,36370,34530,34950,40690,40690,36830
New Mexico,Construction and Extraction Occupations,major,49900,36080,40430,64010,82130,56240
New Mexico,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,75130,47370,59090,94890,131250,80930
New Mexico,Boilermakers,detailed,101200,62160,75720,101810,119550,92140
New Mexico,Brickmasons and Blockmasons,detailed,44980,36160,39750,49710,59530,47440
New Mexico,Carpenters,detailed,59720,40100,47150,63310,77790,57430
New Mexico,Carpet Installers,detailed,52700,34960,42640,63570,69850,52690
New Mexico,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,49790,35360,39100,69870,75530,54440
New Mexico,Tile and Stone Setters,detailed,44550,33480,35060,48540,59740,43630
New Mexico,Cement Masons and Concrete Finishers,detailed,49230,39350,45180,60000,70260,52840
New Mexico,Construction Laborers,detailed,38400,30840,35500,46300,53590,41450
New Mexico,"Paving, Surfacing, and Tamping Equipment Operators",detailed,45880,37130,39960,51430,60180,47700
New Mexico,Operating Engineers and Other Construction Equipment Operators,detailed,52000,44800,47470,60090,69690,54810
New Mexico,Drywall and Ceiling Tile Installers,detailed,53900,37440,43690,75010,77150,57140
New Mexico,Tapers,detailed,48320,45730,46430,60780,60780,52040
New Mexico,Electricians,detailed,58390,36650,46730,73380,86830,59620
New Mexico,Glaziers,detailed,46940,33380,38950,48370,57140,46250
New Mexico,"Insulation Workers, Floor, Ceiling, and Wall",detailed,48460,36190,38120,61900,78190,53100
New Mexico,"Insulation Workers, Mechanical",detailed,53120,44470,47630,56990,73990,55150
New Mexico,"Painters, Construction and Maintenance",detailed,46240,37760,40530,50320,70560,49380
New Mexico,Pipelayers,detailed,45550,38000,42020,48240,55830,46210
New Mexico,"Plumbers, Pipefitters, and Steamfitters",detailed,61440,36160,45190,78210,87700,61790
New Mexico,Plasterers and Stucco Masons,detailed,45350,37440,37440,56040,61410,47560
New Mexico,Reinforcing Iron and Rebar Workers,detailed,54080,46540,47860,65790,92090,59100
New Mexico,Roofers,detailed,45300,35880,38450,56030,73850,47980
New Mexico,Sheet Metal Workers,detailed,56720,36410,41600,79140,84690,59950
New Mexico,Solar Photovoltaic Installers,detailed,48490,40020,46040,61560,75370,53810
New Mexico,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,37960,34540,36580,47380,53660,40790
New Mexico,Helpers--Carpenters,detailed,37100,32000,32900,47390,53310,40120
New Mexico,Helpers--Electricians,detailed,48030,35610,37130,51130,59730,46920
New Mexico,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,35860,29660,31200,39130,44830,36200
New Mexico,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,40100,35150,36620,44460,49140,40870
New Mexico,Helpers--Roofers,detailed,37640,28090,31730,39130,53860,38160
New Mexico,"Helpers, Construction Trades, All Other",detailed,37280,35470,37090,38370,41600,38650
New Mexico,Construction and Building Inspectors,detailed,65420,48350,58700,79230,94870,70180
New Mexico,Elevator and Escalator Installers and Repairers,detailed,71430,42640,59800,100800,117890,80170
New Mexico,Fence Erectors,detailed,44450,36850,38900,46670,50070,43900
New Mexico,Hazardous Materials Removal Workers,detailed,53440,37010,46170,55500,78000,55550
New Mexico,Highway Maintenance Workers,detailed,47740,33770,40670,53710,59380,47340
New Mexico,Rail-Track Laying and Maintenance Equipment Operators,detailed,83370,46160,58020,83400,90440,72100
New Mexico,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,40230,34520,36750,46410,47960,43450
New Mexico,Miscellaneous Construction and Related Workers,detailed,49930,39480,47150,80700,90080,59890
New Mexico,"Derrick Operators, Oil and Gas",detailed,59570,31670,48680,71810,74800,57140
New Mexico,"Rotary Drill Operators, Oil and Gas",detailed,82780,48840,62730,91390,101860,80120
New Mexico,"Service Unit Operators, Oil and Gas",detailed,64990,47400,57650,83050,101900,71680
New Mexico,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,76350,44840,50450,76350,85880,67590
New Mexico,"Earth Drillers, Except Oil and Gas",detailed,60140,37040,50440,77450,91070,62580
New Mexico,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,78960,37300,45810,84130,87360,68700
New Mexico,Continuous Mining Machine Operators,detailed,48900,38630,42730,59170,61850,51030
New Mexico,"Roustabouts, Oil and Gas",detailed,50000,36440,37250,65790,65790,52010
New Mexico,Helpers--Extraction Workers,detailed,54840,35090,35140,74340,79620,56070
New Mexico,"Installation, Maintenance, and Repair Occupations",major,51270,33900,39150,71660,90190,57860
New Mexico,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,77550,44970,56530,98950,127750,81320
New Mexico,"Computer, Automated Teller, and Office Machine Repairers",detailed,43330,33290,36490,48230,56650,43830
New Mexico,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,65110,41030,52970,88780,100110,71640
New Mexico,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,63600,43550,47340,82140,85690,65740
New Mexico,Avionics Technicians,detailed,94020,75980,75980,95320,95370,87990
New Mexico,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,83470,64330,64330,101470,101470,81070
New Mexico,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,80590,57610,70150,96460,101170,80670
New Mexico,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,100410,49150,61680,102020,109570,85860
New Mexico,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,49300,36750,37750,59340,60610,50360
New Mexico,Audiovisual Equipment Installers and Repairers,detailed,45580,40140,44430,55620,61890,49780
New Mexico,Security and Fire Alarm Systems Installers,detailed,58350,34900,39210,72480,77220,58080
New Mexico,Aircraft Mechanics and Service Technicians,detailed,84440,49690,73390,96740,99020,81630
New Mexico,Automotive Body and Related Repairers,detailed,48260,36220,38700,59050,78060,53940
New Mexico,Automotive Glass Installers and Repairers,detailed,37470,25290,26710,41510,44730,35690
New Mexico,Automotive Service Technicians and Mechanics,detailed,47300,30390,36500,63050,77850,51790
New Mexico,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,55910,37860,47560,66900,83260,59650
New Mexico,Farm Equipment Mechanics and Service Technicians,detailed,49920,36750,44200,63390,75810,53570
New Mexico,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,63630,44760,52010,77470,89320,65540
New Mexico,Rail Car Repairers,detailed,67550,52020,64110,83620,85470,71610
New Mexico,Motorboat Mechanics and Service Technicians,detailed,36510,30130,31970,38480,40030,35630
New Mexico,Motorcycle Mechanics,detailed,46610,31560,33830,50190,73840,46480
New Mexico,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,42520,26020,38580,49280,55800,43090
New Mexico,Recreational Vehicle Service Technicians,detailed,49720,37470,39350,61330,75930,53660
New Mexico,Tire Repairers and Changers,detailed,31640,28420,29380,34910,39630,33640
New Mexico,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,67520,45630,57200,90750,104060,73320
New Mexico,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,50270,37380,45160,62900,75770,55330
New Mexico,Home Appliance Repairers,detailed,37440,29480,31970,47270,67440,42610
New Mexico,Industrial Machinery Mechanics,detailed,60670,41290,48990,75460,84480,63550
New Mexico,"Maintenance Workers, Machinery",detailed,36240,36240,36240,58350,73580,47480
New Mexico,Millwrights,detailed,90230,82000,87360,101650,102250,92390
New Mexico,Electrical Power-Line Installers and Repairers,detailed,76470,46640,58980,96000,105590,74530
New Mexico,Telecommunications Line Installers and Repairers,detailed,58130,40280,48450,72980,78330,59840
New Mexico,Medical Equipment Repairers,detailed,62640,39360,48550,82610,102010,65940
New Mexico,"Precision Instrument and Equipment Repairers, All Other",detailed,78060,60250,68950,119710,119710,87390
New Mexico,"Maintenance and Repair Workers, General",detailed,45760,30920,36840,56870,71380,48660
New Mexico,Wind Turbine Service Technicians,detailed,57230,48760,48760,62020,79400,58560
New Mexico,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,43860,30670,35060,49390,61990,44080
New Mexico,Locksmiths and Safe Repairers,detailed,41920,28670,29740,49750,62540,43980
New Mexico,Manufactured Building and Mobile Home Installers,detailed,47960,37940,37940,48840,55420,45820
New Mexico,Riggers,detailed,37440,37010,37440,47510,69820,45470
New Mexico,"Helpers--Installation, Maintenance, and Repair Workers",detailed,36950,29260,34110,43160,51000,39260
New Mexico,"Installation, Maintenance, and Repair Workers, All Other",detailed,50010,36040,43410,57540,74610,52280
New Mexico,Production Occupations,major,43880,30610,35530,61290,84080,51460
New Mexico,First-Line Supervisors of Production and Operating Workers,detailed,64640,41600,49390,93300,126870,74660
New Mexico,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,37210,29260,31790,44280,58280,41210
New Mexico,Structural Metal Fabricators and Fitters,detailed,48700,37440,45760,59780,60320,51310
New Mexico,Miscellaneous Assemblers and Fabricators,detailed,39340,31410,35430,46400,60130,43450
New Mexico,Bakers,detailed,34850,29630,31300,36740,44560,35660
New Mexico,Butchers and Meat Cutters,detailed,36640,29170,33750,47220,49930,40260
New Mexico,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,31240,29330,31240,36390,44490,34050
New Mexico,Slaughterers and Meat Packers,detailed,30560,28500,29460,30610,33720,30610
New Mexico,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,35480,31680,33730,44740,44960,37860
New Mexico,Food Batchmakers,detailed,37390,28990,32320,46670,52640,39390
New Mexico,"Food Processing Workers, All Other",detailed,34560,26060,26060,37950,42210,33790
New Mexico,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,45670,40160,45100,50330,56710,48050
New Mexico,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,39430,33430,36400,45580,46720,40630
New Mexico,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,38020,32220,36670,45100,49400,40490
New Mexico,Machinists,detailed,59440,39250,46300,72690,90170,60960
New Mexico,Metal-Refining Furnace Operators and Tenders,detailed,50260,38380,43240,55830,65180,50960
New Mexico,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,41990,33110,41990,43630,49200,41670
New Mexico,Tool and Die Makers,detailed,47960,40260,43980,63960,79040,52930
New Mexico,"Welders, Cutters, Solderers, and Brazers",detailed,59840,36860,44750,82550,92760,63720
New Mexico,"Layout Workers, Metal and Plastic",detailed,38560,35470,35470,39990,44850,38830
New Mexico,"Metal Workers and Plastic Workers, All Other",detailed,53080,44090,46210,61040,63040,54470
New Mexico,Prepress Technicians and Workers,detailed,39830,30520,36400,42180,65540,42830
New Mexico,Printing Press Operators,detailed,37110,30440,33760,48200,58230,41400
New Mexico,Print Binding and Finishing Workers,detailed,29380,28350,29060,34090,46250,32880
New Mexico,Laundry and Dry-Cleaning Workers,detailed,30850,27210,28560,34580,36690,31960
New Mexico,"Pressers, Textile, Garment, and Related Materials",detailed,28730,25570,26570,36400,40200,31810
New Mexico,Sewing Machine Operators,detailed,34840,28620,29970,37030,42240,34750
New Mexico,"Tailors, Dressmakers, and Custom Sewers",detailed,43350,26930,31110,44980,46800,39750
New Mexico,Cabinetmakers and Bench Carpenters,detailed,47210,40200,44650,54830,59470,49840
New Mexico,Furniture Finishers,detailed,41290,37020,39200,48310,48310,43860
New Mexico,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,34720,29120,33280,43580,64840,41380
New Mexico,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,38650,32850,36360,45910,59300,42050
